,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,LoanCat
552911,UNITED CORE MANAGEMENT,7334 BLANCO RD,SAN ANTONIO,TX,78216.0,531210.0,Subchapter S Corporation,500.0,a
552912,UNIVERSITY OF DALLAS,1845 NORTHGATE DR,IRVING,TX,75062.0,611310.0,Non-Profit Organization,424.0,a
552913,URBAN CONCRETE CONTRACTORS LTD,24114 BLANCO RD,SAN ANTONIO,TX,78260.0,238110.0,Partnership,207.0,a
552914,US TRINITY ENERGY LABOR SERVICES LLC,200 HIGHLAND CIR,ARGYLE,TX,76226.0,237120.0,Limited  Liability Company(LLC),122.0,a
552915,"VANGUARD RESOURCES, INC.",6500 Hwy 281 N.,SPRING BRANCH,TX,78070.0,561210.0,Subchapter S Corporation,500.0,a
552916,VENABLE'S WELDING & ROUSTABOUT,7410 CONTINENTAL PKWY,AMARILLO,TX,79119.0,238190.0,Corporation,245.0,a
552917,VERGE MOBILE LLC,"12000 Westheimer Rd., Ste 230",HOUSTON,TX,77077.0,517911.0,Limited  Liability Company(LLC),500.0,a
552918,VERIDIC SOLUTIONS LLC,4975 PRESTON PARK BLVD Suite 500,PLANO,TX,75093.0,541511.0,Limited  Liability Company(LLC),355.0,a
552919,"VIRTUOSO, LTD.","777 Main Street , Suite 900 0.0",FORT WORTH,TX,76102.0,541611.0,Subchapter S Corporation,213.0,a
552920,W&B SERVICE COMPANY LP,1200 N. Main St,DUNCANVILLE,TX,75116.0,423830.0,Limited Liability Partnership,455.0,a
552921,"W&T OFFSHORE, INC.",9 GREENWAY PLAZA SUITE 300,HOUSTON,TX,77046.0,211120.0,Corporation,291.0,a
552922,WAYLAND BAPTIST UNIVERSITY,1900 W 7th Street,PLAINVIEW,TX,79072.0,611310.0,Corporation,0.0,a
552923,WEHNER MULTIFAMILY LLC,7075 Twin Hills Ave Suite 600,DALLAS,TX,75231.0,531110.0,,500.0,a
552924,WHITLEY PENN LLP,640 Taylor St Ste 2200,FORT WORTH,TX,76102.0,541211.0,Limited Liability Partnership,486.0,a
552925,"WHOLESALE ELECTRIC SUPPLY COMPANY, INC.",803 S. Robison Rd,TEXARKANA,TX,75501.0,423610.0,Corporation,431.0,a
552926,"WILDCAT OIL TOOLS, LLC",706 N COLORADO ST,MIDLAND,TX,79701.0,213112.0,Limited  Liability Company(LLC),173.0,a
552927,"WORLDVENTURES HOLDINGS, LLC",5100 TENNYSON PKWY,PLANO,TX,75024.0,541990.0,Limited  Liability Company(LLC),140.0,a
552928,"X-FAB TEXAS, INC.",2301 N University Ave,LUBBOCK,TX,79415.0,331524.0,Corporation,422.0,a
552929,XLCUSIVE STAFFING OF TEXAS LLC,4200 SOUTH FWY Suite 210,FORT WORTH,TX,76115.0,721110.0,Limited  Liability Company(LLC),500.0,a
552930,YELLOWHOUSE MACHINERY CO.,11500 E INTERSTATE 40,AMARILLO,TX,79118.0,423810.0,Subchapter S Corporation,250.0,a
552931,"YELLOWJACKET OILFIELD SERVICES, L.L.C.",200 N Loraine St Ste 1450,MIDLAND,TX,79701.0,237120.0,Limited  Liability Company(LLC),354.0,a
552932,Z&H FOODS INC.,4415 highway 6,SUGAR LAND,TX,77478.0,722513.0,Corporation,500.0,a
552933,"ZOE%27S KITCHEN, INC.","7700 Windrose Ave, Suite G300 0.0",PLANO,TX,75024.0,722513.0,Corporation,500.0,a
604706,ALLISON BAVER ENTERTAINMENT LLC,6219 S. Saunter Lane,SALT LAKE CITY,UT,84123.0,512110.0,Limited  Liability Company(LLC),430.0,a
604707,"ASSOCIATED BRIGHAM CONTRACTORS, INC.",75 N 900 W,BRIGHAM CITY,UT,84302.0,236220.0,Corporation,317.0,a
604708,BARNEY TRUCKING INCORPORATED,235  S STATE ROAD 24,SALINA,UT,84654.0,484110.0,Subchapter S Corporation,417.0,a
604709,"BH, INC.",826 South 1500 East,VERNAL,UT,84078.0,238210.0,Corporation,441.0,a
604710,C&R MANAGEMENT,8289 South 4300 West,WEST JORDAN,UT,84088.0,722513.0,Corporation,500.0,a
604711,"CASTLE & COOKE MORTGAGE, LLC",13751 South Wadsworth Park Drive,DRAPER,UT,84020.0,522292.0,Limited  Liability Company(LLC),260.0,a
604712,CENTRAL UTAH CLINIC PC,1055 North 500 West,PROVO,UT,84604.0,622110.0,Corporation,500.0,a
604713,CONNEXION POINT LLC,9490 South 300 West,SANDY,UT,84070.0,561410.0,Limited  Liability Company(LLC),500.0,a
604714,"CONSULNET, LLC",10813 S. River Front Pkwy,SOUTH JORDAN,UT,84095.0,484110.0,Limited  Liability Company(LLC),,a
604715,DANVILLE SERVICES CORPORATION,"7351 S. Union Park Ave., #200",MIDVALE,UT,84047.0,624120.0,Corporation,,a
604716,"DHI COMPUTING SERVICE, INC",1525 west 820 north,PROVO,UT,84601.0,518210.0,Subchapter S Corporation,353.0,a
604717,"GRANGER MEDICAL CLINIC, PC",7181 S CAMPUS VIEW DRIVE.,WEST JORDAN,UT,84084.0,621111.0,Corporation,500.0,a
604718,"GREAT BASIN INDUSTRIAL, LLC",1284 Flint Meadow Dr,KAYSVILLE,UT,84037.0,236210.0,Corporation,467.0,a
604719,"HARRIS & HART, INC.",1759 West 1200 South,OGDEN,UT,84404.0,238220.0,Subchapter S Corporation,276.0,a
604720,"HB BOYS, L.C.",2280 South Main Street,SALT LAKE CITY,UT,84115.0,722513.0,Limited  Liability Company(LLC),500.0,a
604721,"INTERIORWORX, LLC",723 Pacific Ave Suite 100,SALT LAKE CITY,UT,84104.0,238290.0,Limited  Liability Company(LLC),,a
604722,"INTERMOUNTAIN EMPLOYMENT SERVICE, INC.",450 East 900 North,NORTH SALT LAKE,UT,84054.0,561320.0,Subchapter S Corporation,500.0,a
604723,"JACKSON GROUP PETERBILT, INC.",1910 S. 5500 W.,SALT LAKE CITY,UT,84104.0,423110.0,Subchapter S Corporation,417.0,a
604724,"JAS. D. EASTON, INC.","2150 S 1300 E, Ste 450",SALT LAKE CITY,UT,84106.0,339920.0,Subchapter S Corporation,443.0,a
604725,KNDRS LLC,971 South Automall Drive,AMERICAN FORK,UT,84003.0,722513.0,Limited  Liability Company(LLC),0.0,a
604726,"MASTERCONTROL, INC",6350 S 3000 E,SALT LAKE CITY,UT,84121.0,511210.0,Corporation,319.0,a
604727,"MLSC HOLDING CO., INC.",1505 W 130 S,OREM,UT,84058.0,423720.0,Subchapter S Corporation,461.0,a
604728,NATURE'S SUNSHINE PRODUCTS INC,2901 W Bluegrass Blvd Ste 100,LEHI,UT,84043.0,311999.0,Corporation,471.0,a
604729,"NICHOLAS &AMP; CO., INC.",5520 West Harold Gatty Drive,SALT LAKE CITY,UT,84116.0,423440.0,Corporation,50.0,a
604730,OGDEN CLINIC PROFESSIONAL CORPORATION,1491 East Ridgeline Drive,OGDEN,UT,84405.0,621111.0,Corporation,500.0,a
604731,"PACKSIZE INTERNATIONAL, LLC",3760 W. Smart Pack Way 0.0,SALT LAKE CITY,UT,84104.0,425120.0,Limited  Liability Company(LLC),87.0,a
604732,PARSONS BEHLE & LATIMER,201 South Main Street Suite 1800,SALT LAKE CITY,UT,84111.0,541110.0,Corporation,200.0,a
604733,"RBM SERVICES,  INC.",1515 RIVERSIDE AVE,PROVO,UT,84604.0,454390.0,Corporation,500.0,a
604734,SHIPEX INC.,376 E 400 S,SALT LAKE CITY,UT,84111.0,484110.0,Corporation,428.0,a
604735,"SIZZLING CAESARS, LLC",348 E WINCHESTER ST,SALT LAKE CITY,UT,84107.0,722513.0,Limited  Liability Company(LLC),500.0,a
604736,"SIZZLING PLATTER, LLC",348 E WINCHESTER ST,SALT LAKE CITY,UT,84107.0,722513.0,Limited  Liability Company(LLC),500.0,a
604737,"SPARTAN COMPANIES 300, LLC",116 West 100,RICHMOND,UT,84333.0,237120.0,Limited  Liability Company(LLC),487.0,a
604738,TANNER MEMORIAL CLINIC,2121 N 1700 W,LAYTON,UT,84041.0,621111.0,Corporation,500.0,a
604739,"UTAH NAVAJO HEALTH SYSTEM, INC.",1478 E Highway 162,MONTEZUMA CREEK,UT,84534.0,621498.0,Non-Profit Organization,376.0,a
604740,"WESTECH ENGINEERING, INC",3665 South West Temple,SALT LAKE CITY,UT,84115.0,541330.0,Corporation,500.0,a
604741,WESTMINSTER COLLEGE,1840 South 1300 East,SALT LAKE CITY,UT,84105.0,611310.0,Non-Profit Organization,434.0,a
604742,WHITAKER CONSTRUCTION CO INC.,1050 W 44 S,BRIGHAM CITY,UT,84302.0,237120.0,Subchapter S Corporation,500.0,a
604743,"XANT, INC.","1712 S. East Bay Blvd., Suite 200",PROVO,UT,84606.0,511210.0,Corporation,222.0,a
604744,YOUNIQUE LLC,3400 Mayflower Ave 0.0,LEHI,UT,84043.0,446120.0,Limited  Liability Company(LLC),343.0,a
604745,ZAGG INC,910 West Legacy Center Way,MIDVALE,UT,84047.0,423690.0,Corporation,484.0,a
604746,"ZULLAS, L.C.",460 W Universal Circle 0.0,SANDY,UT,84070.0,722513.0,Limited  Liability Company(LLC),500.0,a
611443,"ABC IMAGING OF WASHINGTON, INC.",5290 SHAWNEE RD,ALEXANDRIA,VA,22312.0,323111.0,Subchapter S Corporation,463.0,a
611444,"ADAMS COMMUNICATION &AMP; ENGINEERING TECHNOLOGY, INC.",10740 Parkridge Blvd Ste 700,RESTON,VA,20191.0,541512.0,Corporation,278.0,a
611445,AIRLINE TARIFF PUBLICHING CO,45005 Aviation Drive,STERLING,VA,20166.0,518210.0,Corporation,450.0,a
611446,AIRLINES REPORTING CORPORATION,"3000 Arlington Blvd, Suite 300",ARLINGTON,VA,22201.0,481111.0,Corporation,370.0,a
611447,"AMERICAN DIABETES ASSOCIATION, INC.","2451 Crystal Drive, Ste. 900",ARLINGTON,VA,22202.0,813920.0,Non-Profit Organization,463.0,a
611448,"APPLE EIGHT HOSPITALITY MANAGEMENT, INC.",814 E Main St,RICHMOND,VA,23219.0,721110.0,Corporation,500.0,a
611449,"APPLIED INFORMATION SCIENCES, INC.",11440 COMMERCE PARK DR Ste 600,RESTON,VA,20191.0,541511.0,Corporation,321.0,a
611450,ARCHITECTURE INC,1902 CAMPUS COMMONS DR STE 101,RESTON,VA,20191.0,541310.0,Corporation,63.0,a
611451,"ATLANTIC COAST DINING, INC",4701 COX RD suite 345,GLEN ALLEN,VA,23060.0,722511.0,Corporation,500.0,a
611452,ATS ESOP HOLDINGS INC.,11091 Sunset Hills Road Ste 150,RESTON,VA,20190.0,541930.0,Subchapter S Corporation,291.0,a
611453,BAYVIEW PHYSICIAN SERVICES PC,3241 Western Branch Blvd,CHESAPEAKE,VA,23321.0,621111.0,Corporation,330.0,a
611454,"BLUE RIDGE BEVERAGE COMPANY, INC.",4446 Barley Drive 0.0,SALEM,VA,24153.0,424810.0,Corporation,469.0,a
611455,"BROWN, EDWARDS & COMPANY, L.L.P.",319 MCCLANAHAN ST,ROANOKE,VA,24014.0,541211.0,Limited Liability Partnership,310.0,a
611456,BUCHANAN & EDWARDS INC,1700 N. Moore St. Suite 2110,ARLINGTON,VA,22209.0,541511.0,Subchapter S Corporation,280.0,a
611457,BURGERBUSTERS INC,2242 W GREAT NECK RD,VIRGINIA BEACH,VA,23451.0,722513.0,Subchapter S Corporation,500.0,a
611458,BYTECUBED LLC,2231 CRYSTAL DR Suite 401,ARLINGTON,VA,22202.0,541990.0,Limited  Liability Company(LLC),250.0,a
611459,"C2 TECHNOLOGIES, INC.",1921 GALLOWS RD STE 200,VIENNA,VA,22182.0,519190.0,Corporation,244.0,a
611460,CALIBRE SYSTEMS INC,6354 WALKER LN Ste. 300,ALEXANDRIA,VA,22310.0,541618.0,Employee Stock Ownership Plan(ESOP),500.0,a
611461,"CHESAPEAKE BAY SEAFOOD HOUSE ASSOCIATES, LLC","8027 LEESBURG PIKE, Suite 300",VIENNA,VA,22182.0,722511.0,Limited  Liability Company(LLC),500.0,a
611462,CLARK NEXSEN INC,4525 Main St Suite 1400,VIRGINIA BEACH,VA,23462.0,541310.0,Corporation,0.0,a
611463,"COLONNA'S SHIP YARD, INCORPORATED",400 East Indian River Rd,NORFOLK,VA,23523.0,336611.0,Corporation,0.0,a
611464,"COMMUNITY RESIDENCES, INC.",14160 NEWBROOK DR 1st Floor,CHANTILLY,VA,20151.0,623210.0,Non-Profit Organization,500.0,a
611465,"COMPUTER WORLD SERVICES, CORP.",6402 Arlington Blvd Suite 650,FALLS CHURCH,VA,22042.0,541512.0,Subchapter S Corporation,426.0,a
611466,"COMSAT, INC.",2550 Wasser Terrace Suite 6000,HERNDON,VA,20171.0,517410.0,Subchapter S Corporation,323.0,a
611467,"CONVERGED SECURITY SOLUTIONS, LLC",1943 Isaac Newton Square East,RESTON,VA,20190.0,541690.0,Limited  Liability Company(LLC),296.0,a
611468,"CRANEMASTERS, INC.",8020 Whitepine Road,NORTH CHESTERFIELD,VA,23237.0,238990.0,Subchapter S Corporation,,a
611469,"CROSSCOUNTRY CONSULTING, LLC",1600 TYSONS BLVD Suite 1100,MC LEAN,VA,22102.0,541618.0,Limited  Liability Company(LLC),250.0,a
611470,DEJIA LLC,44050 WOODRIDGE PKWY,LEESBURG,VA,20176.0,721110.0,Corporation,371.0,a
611471,"DELTA STAR, INC.",3550 Mayflower Drive,LYNCHBURG,VA,24501.0,335311.0,Subchapter S Corporation,500.0,a
611472,"DIGITAL INTELLIGENCE SYSTEMS, LLC",8270 GREENSBORO DR Suite 1000,MC LEAN,VA,22102.0,541690.0,Limited  Liability Company(LLC),500.0,a
611473,DIVURGENT LLC,4445 Corporation Ln Ste 228,VIRGINIA BEACH,VA,23462.0,541690.0,Limited  Liability Company(LLC),211.0,a
611474,DRAPER-ADEN ASSOCS INC,"1030 WILMER AVE, Suite 100",RICHMOND,VA,23227.0,541330.0,Corporation,250.0,a
611475,ELECTRO-MECHANICAL CORPORATION,One Goodson St.,BRISTOL,VA,24201.0,335311.0,Corporation,463.0,a
611476,EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,4111 Monarch Way Suite 500,NORFOLK,VA,23508.0,621111.0,Non-Profit Organization,0.0,a
611477,"F. H. FURR PLUMBING, HEATING & AIR CONDITIONING, INC",9040 MIKE GARCIA DR,MANASSAS,VA,20109.0,238220.0,Corporation,341.0,a
611478,"FAIRFAX RADIOLOGICAL CONSULTANTS, PC","2722 Merrilee Drive, Suite 230",FAIRFAX,VA,22031.0,621111.0,Corporation,90.0,a
611479,FAVOR TECHCONSULTING LLC,8075 LEESBURG PIKE Ste 300,VIENNA,VA,22182.0,519130.0,Joint Venture,437.0,a
611480,"FIRE & LIFE SAFETY AMERICA, INC.",8827 STAPLES MILL RD,HENRICO,VA,23228.0,922160.0,Corporation,500.0,a
611481,"FIVE GUYS ENTERPRISES, LLC",10718 Richmond Hwy.,LORTON,VA,22079.0,722513.0,Limited  Liability Company(LLC),499.0,a
611482,GHS SERVICES INC,"3020 Hamaker Ct, Suite 301",FAIRFAX,VA,22031.0,541611.0,Corporation,500.0,a
611483,GILLMANN SERVICES INC,909 CAMBRIA ST,CHRISTIANSBURG,VA,24073.0,561320.0,Corporation,408.0,a
611484,"HARMONIA HOLDINGS GROUP, LLC",2020 KRAFT DR,BLACKSBURG,VA,24060.0,541511.0,Limited  Liability Company(LLC),0.0,a
611485,HILLDRUP COMPANIES INC,4022 Jefferson Davis Hwy,STAFFORD,VA,22554.0,484210.0,Corporation,500.0,a
611486,HORIZONS YOUTH SERVICES LC,314 CORNERSTONE LN,ROCKINGHAM,VA,22802.0,611430.0,Corporation,0.0,a
611487,HYDROGEOLOGIC INC,11107 Sunset Hills Road Suite 400,RESTON,VA,20190.0,562910.0,Corporation,272.0,a
611488,ICI SERVICES CORPORATION,500 VIKING DR STE 400,VIRGINIA BEACH,VA,23452.0,541330.0,Subchapter S Corporation,325.0,a
611489,IDEXCEL INC,459 HERNDON PKWY Ste 11,HERNDON,VA,20170.0,541519.0,Corporation,330.0,a
611490,INDUSTRIAL TURNAROUND CORPORATION,13141 North Enon Church Road,CHESTER,VA,23836.0,541330.0,Corporation,455.0,a
611491,INNOVATIVE REFRIGERATION SYSTEMS INC.,373 Mount Torrey Road,LYNDHURST,VA,22952.0,333415.0,Subchapter S Corporation,311.0,a
611492,INSERSO CORPORATION,1900 Gallows Road Suite 750,VIENNA,VA,22182.0,541512.0,Subchapter S Corporation,318.0,a
611493,"JENKINS SERVICES, LLC",22980 SHAW RD,STERLING,VA,20166.0,236118.0,Subchapter S Corporation,334.0,a
611494,KARSUN SOLUTIONS LLC,12825 WORLDGATE DR Ste 500,HERNDON,VA,20170.0,541511.0,Limited  Liability Company(LLC),344.0,a
611495,LGS MANAGEMENT GROUP INC,2901 S LYNNHAVEN RD,VIRGINIA BEACH,VA,23452.0,541330.0,Corporation,461.0,a
611496,LOMBART BROTHERS INC,5358 Robin Hood Rd,NORFOLK,VA,23513.0,423460.0,Corporation,308.0,a
611497,"LONGVIEW INTERNATIONAL TECHNOLOGY SOLUTIONS, INC.",12930 WORLDGATE DRIVE,HERNDON,VA,20170.0,541611.0,Corporation,212.0,a
611498,LOUDOUN MEDICAL GROUP PC,224 D Cornwall Street Suite 403,LEESBURG,VA,20176.0,621112.0,Corporation,500.0,a
611499,"LYNKER TECHNOLOGIES, INC",202 Church Street Suite 536,LEESBURG,VA,20175.0,541611.0,Corporation,441.0,a
611500,"MANAGEMENT CONCEPTS, INC",8230 LEESBURG PIKE Suite 800,VIENNA,VA,22182.0,611699.0,Corporation,190.0,a
611501,MARYLAND AND VIRGINIA MILK PRODUCERS COOPERATIVE ASSOCIATION INCORPORATED,1985 Isaac Newton Square Suite 200,RESTON,VA,20190.0,311511.0,Corporation,500.0,a
611502,"MATCHBOX FOOD GROUP, LLC",1741 BUSINESS CENTER DR,RESTON,VA,20190.0,722511.0,Limited  Liability Company(LLC),500.0,a
611503,"MCDONOUGH BOLYARD PECK, INC.",3040 Williams Drive Suite 300,FAIRFAX,VA,22031.0,541330.0,Corporation,273.0,a
611504,"METROSTAR SYSTEMS, INC.",1856 OLD RESTON AVE ste 100,RESTON,VA,20190.0,541511.0,Corporation,250.0,a
611505,MHI HOSPITALITY TRS LLC,306 SOUTH HENRY ST SUITE 100,WILLIAMSBURG,VA,23185.0,721110.0,Limited  Liability Company(LLC),500.0,a
611506,MILLENNIUM CORPORATION,1400 CRYSTAL DR STE 400,ARLINGTON,VA,22202.0,541330.0,Subchapter S Corporation,256.0,a
611507,"MORTON G. THALHIMER, INC.",11100 WEST BROAD STREET,GLEN ALLEN,VA,23060.0,531312.0,Corporation,424.0,a
611508,NATIONAL WILDLIFE FEDERATION,11100 Wildlife Center Dr,RESTON,VA,20190.0,813410.0,Non-Profit Organization,334.0,a
611509,"NCGCARE, INC.",5540 Falmouth Street Suite 200,RICHMOND,VA,23230.0,621330.0,Subchapter S Corporation,500.0,a
611510,NETCENTRICS CORPORATION,205 VAN BUREN ST,HERNDON,VA,20170.0,541519.0,Corporation,102.0,a
611511,NTREPID LLC,12801 Worldgate Dr,HERNDON,VA,20170.0,541519.0,Limited  Liability Company(LLC),285.0,a
611512,"NUAXIS, LLC",8605 WESTWOOD CENTER DR Suite 300,VIENNA,VA,22182.0,812990.0,Limited  Liability Company(LLC),462.0,a
611513,"NVE, INC.",455 Springprk Place #200B,HERNDON,VA,20170.0,541330.0,Corporation,0.0,a
611514,"OBLON, MCCLELLAND, MAIER & NEUSTADT, L.L.P.",1940 DUKE ST,ALEXANDRIA,VA,22314.0,541110.0,Limited Liability Partnership,314.0,a
611515,"OLD DOMINION INSULATION, INC.",12764 Oak Lake Ct,MIDLOTHIAN,VA,23112.0,238310.0,Corporation,450.0,a
611516,ORTHOVIRGINIA INC,7858 SHRADER ROAD,RICHMOND,VA,23294.0,621111.0,Corporation,,a
611517,"PBMARES, LLP",701 Town Center Dr. Ste. 900,NEWPORT NEWS,VA,23606.0,541211.0,Limited Liability Partnership,0.0,a
611518,POTOMAC CONFERENCE CORPORATION OF SEVENTH-DAY ADVENTISTS,POTOMAC CONFERENCE CORPORATION OF SEVENTH-DAY ADVENTISTS,STAUNTON,VA,24401.0,813110.0,Non-Profit Organization,393.0,a
611519,"POTOMAC FAMILY DINING GROUP OPERATING COMPANY, LLC",13873 Park Center Road Suite 316S,HERNDON,VA,20171.0,722511.0,Limited  Liability Company(LLC),500.0,a
611520,"PRAGMATICS, INC.",1761 Business Center Dr.,RESTON,VA,20190.0,928120.0,Corporation,278.0,a
611521,PRO-SPHERE TEK INC,1101 King St Ste 200,ALEXANDRIA,VA,22314.0,541512.0,Corporation,404.0,a
611522,PROSPECT WATERPROOFING CO,118 Acacia Lane,STERLING,VA,20166.0,238390.0,Corporation,495.0,a
611523,"PSS HOLDINGS, INC.",7925 Jones Branch Drive,MCLEAN,VA,22102.0,541512.0,Corporation,265.0,a
611524,QUALITY PLUS SERVICES,2929 Quality Drive,PETERSBURG,VA,23805.0,238210.0,Corporation,387.0,a
611525,RAND CONSTRUCTION CORPORATION,1029 North Royal Street,ALEXANDRIA,VA,22314.0,236220.0,Corporation,256.0,a
611526,RAPPAHANNOCK ELECTRIC COOPERATIVE,247 INDUSTRIAL CT,FREDERICKSBURG,VA,22408.0,221122.0,Cooperative,430.0,a
611527,RLJ NAYLOR HOLDINGS INC,1430 Spring Hill Rd,MC LEAN,VA,22102.0,323111.0,Corporation,54.0,a
611528,S2 ANALYTICAL SOLUTIONS LLC,625 Elden St. Suite 202,HERNDON,VA,20170.0,541990.0,Limited  Liability Company(LLC),276.0,a
611529,SECTEK INC.,1650 Tysons Blvd,MCLEAN,VA,22102.0,541990.0,Subchapter S Corporation,500.0,a
611530,SHELOR MOTOR MILE INC,2257 ROANOKE ST,CHRISTIANSBURG,VA,24073.0,441110.0,Corporation,0.0,a
611531,SHENANDOAH GROWERS INC,3156 N VALLEY PIKE,ROCKINGHAM,VA,22802.0,115114.0,Corporation,500.0,a
611532,"SNAGAJOB,COM, INC.",4851 Lake Brook Dr.,GLEN ALLEN,VA,23060.0,518210.0,Corporation,327.0,a
611533,SOURCEAMERICA,8401 Old Courthouse Rd,VIENNA,VA,22182.0,813910.0,Non-Profit Organization,0.0,a
611534,"SUPERLATIVE TECHNOLOGIES, INC.",45195 RESEARCH PL,ASHBURN,VA,20147.0,541715.0,Subchapter S Corporation,,a
611535,"SYSTEMS TECHNOLOGY FORUM, LTD.",150 Riverside Parkway Suite 309,FREDERICKSBURG,VA,22406.0,541611.0,Subchapter S Corporation,258.0,a
611536,"TEAM VELOCITY MARKETING, LLC","13025 Sunrise Valley Drive, Ste. 150,",HERNDON,VA,20171.0,541810.0,Limited  Liability Company(LLC),290.0,a
611537,TEAM WASHINGTON INC,1600 spring hill rd ste 100,VIENNA,VA,22182.0,722511.0,Subchapter S Corporation,500.0,a
611538,TECNICO CORPORATION,831 INDUSTRIAL AVE,CHESAPEAKE,VA,23324.0,336611.0,Corporation,500.0,a
611539,TEOCO CORPORATION,12150 MONUMENT DR STE 400,FAIRFAX,VA,22033.0,541512.0,Corporation,299.0,a
611540,"THE CARDIOVASCULAR GROUP, PC",2901 TELESTAR CT Suite 300,FALLS CHURCH,VA,22042.0,621498.0,Corporation,355.0,a
611541,"THE HANOVER RESEARCH COUNCIL, LLC",4401 WILSON BOULEVARD 4TH FLOOR,ARLINGTON,VA,22203.0,541618.0,Limited  Liability Company(LLC),371.0,a
611542,"THE MEDICAL TEAM, INC.",1902 Campus Commons Drive Suite 650,RESTON,VA,20191.0,621610.0,Subchapter S Corporation,500.0,a
611543,THOMPSON HOSPITALITY SERVICES LLC,1741 BUSINESS CENTER DR SUITE 200,RESTON,VA,20190.0,722310.0,Limited  Liability Company(LLC),500.0,a
611544,"TIDEWATER PHYSICIANS MULTISPECIALTY GROUP, P.C.",860 Omni Boulevard Suite 401,NEWPORT NEWS,VA,23606.0,621111.0,Corporation,0.0,a
611545,"TIMMONS GROUP, INC.",1001 Boulders Parkway Ste 300,RICHMOND,VA,23225.0,541330.0,Corporation,0.0,a
611546,"TRUCK ENTERPRISES, INC.",3440 S. MAIN ST,HARRISONBURG,VA,22801.0,423110.0,Subchapter S Corporation,400.0,a
611547,"TSRC, INC.",14140 North Washington Highway,ASHLAND,VA,23005.0,424120.0,Corporation,374.0,a
611548,UNITED NETWORK FOR ORGAN SHARING,700 NORTH 4TH STREET,RICHMOND,VA,23219.0,621511.0,Non-Profit Organization,,a
611549,"VALIDATEK, INC.","1660 International Drive, Ste 400",MCLEAN,VA,22102.0,541511.0,Corporation,244.0,a
611550,"VIRGINIA FAMILY DENTISTRY, P.C.",1612 HUGUENOT RD,MIDLOTHIAN,VA,23113.0,621210.0,Subchapter S Corporation,393.0,a
611551,VIRGINIA ONCOLOGY ASSOCIATES,5900 LAKE WRIGHT DRIVE SUITE 300,NORFOLK,VA,23502.0,621111.0,Corporation,,a
611552,"W. M. JORDAN COMPANY, INC.",11010 JEFFERSON AVE,NEWPORT NEWS,VA,23601.0,236220.0,Subchapter S Corporation,309.0,a
611553,WACO INC,5450 Lewis Rd,SANDSTON,VA,23150.0,238310.0,Subchapter S Corporation,482.0,a
611554,WARWICK PLUMBING AND HEATING CORPORATION,11048 Warwick Boulevard,NEWPORT NEWS,VA,23601.0,238220.0,Subchapter S Corporation,0.0,a
611555,WELBURN MANAGEMENT CONSULTING CO INC,3985 PRINCE WILLIAM PARKWAY SUITE 201,WOODBRIDGE,VA,22192.0,722513.0,Subchapter S Corporation,500.0,a
611556,"WILLIAMS, MULLEN, CLARK AND DOBBINS PC",200 S 10TH ST STE 600,RICHMOND,VA,23219.0,541110.0,Corporation,429.0,a
611557,WINEBOW INC.,"4800 Cox Road, Suite 300",GLEN ALLEN,VA,23060.0,424820.0,Corporation,500.0,a
611558,WO GRUBB STEEL ERECTION INC.,5120 JEFFERSON DAVIS HWY,NORTH CHESTERFIELD,VA,23234.0,532490.0,Corporation,361.0,a
611559,"WOODFIN HEATING, INC.",1823 N Hamilton Street,RICHMOND,VA,23230.0,424720.0,Subchapter S Corporation,0.0,a
611560,ZEL TECHNOLOGIES LLC,54 OLD HAMPTON LN,HAMPTON,VA,23669.0,541715.0,Limited  Liability Company(LLC),350.0,a
627621,"PSI TIRE SUPPLY, LLC","9010 Estate Cottage, Suite 2",CHRISTIANSTED,VI,820.0,238290.0,Limited  Liability Company(LLC),493.0,a
627793,BENNINGTON COLLEGE CORPORATION,1 COLLEGE DR,BENNINGTON,VT,5201.0,611310.0,Non-Profit Organization,370.0,a
627794,"COPLEY HOSPITAL, INC.",528 WASHINGTON HWY,MORRISVILLE,VT,5661.0,622110.0,Non-Profit Organization,0.0,a
627795,"GW PLASTICS, INC.",239 PLEASANT ST,BETHEL,VT,5032.0,339112.0,Corporation,500.0,a
627796,ITECH US INC,20 KIMBALL AVE Ste 303N,SOUTH BURLINGTON,VT,5403.0,541512.0,Subchapter S Corporation,260.0,a
627797,MOMENTUM MANFACTURING GROUP LLC,210 PIERCE RD,SAINT JOHNSBURY,VT,5819.0,332710.0,Limited  Liability Company(LLC),500.0,a
627798,PC CONSTRUCTION COMPANY,193 TILLEY DR,SOUTH BURLINGTON,VT,5403.0,237110.0,Subchapter S Corporation,403.0,a
627799,VERMONT ENERGY INVESTMENT CORPORATION,20 Winooski Falls Way,WINOOSKI,VT,5404.0,541690.0,Non-Profit Organization,302.0,a
629335,3MD INC DBA DENALI ADVANCED INTEGRATION,17735 NE 65TH STREET SUITE 130,REMOND,WA,98052.0,,Corporation,,a
629336,"A PLACE FOR ROVER, INC.",720 Olive Way Suite 1900,SEATTLE,WA,98101.0,454110.0,Sole Proprietorship,220.0,a
629337,ABSHER CONSTRUCTION CO.,1001 Shaw Road,PUYALLUP,WA,98372.0,236220.0,Corporation,320.0,a
