,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,LoanCat,full_addr
604837,"INOVAR, INC.",750 East 1600 North,LOGAN,UT,84341.0,334419.0,Subchapter S Corporation,0.0,b,"750 East 1600 North, LOGAN, UT"
604838,INTER CAP LENDING  INC,11781 LONE PEAK PKWY,DRAPER,UT,84020.0,522292.0,Corporation,325.0,b,"11781 LONE PEAK PKWY, DRAPER, UT"
604839,"INTERMOUNTAIN ELECTRONICS, INC. OF PRICE UTAH, A UTAH CORPORATION",1511 South Highway 6,PRICE,UT,84501.0,335314.0,Corporation,258.0,b,"1511 South Highway 6, PRICE, UT"
604840,INTERMOUNTAIN LOCK AND SECURITY SUPPLY CO,P.O. Box 65435,SALT LAKE CITY,UT,84165.0,423710.0,Corporation,239.0,b,"P.O. Box 65435, SALT LAKE CITY, UT"
604841,INTERMOUNTAIN WOOD PRODUCTS INC,1948 South West Temple,SALT LAKE CITY,UT,84115.0,423310.0,Corporation,205.0,b,"1948 South West Temple, SALT LAKE CITY, UT"
604842,"INTERSTATE FIRE SALES AND SERVICE, LLC",2550 S West Temple,SALT LAKE CITY,UT,84115.0,561312.0,Sole Proprietorship,198.0,b,"2550 S West Temple, SALT LAKE CITY, UT"
604843,IVORY EMPLOYEE LEASING CORPORATION,978 Woodoak Lane,SALT LAKE CITY,UT,84117.0,236117.0,Corporation,181.0,b,"978 Woodoak Lane, SALT LAKE CITY, UT"
604844,J D MACHINE CORP.,2744 PARKLAND BLVD,OGDEN,UT,84404.0,332710.0,Corporation,206.0,b,"2744 PARKLAND BLVD, OGDEN, UT"
604845,JACK'S TIRE &OIL MANAGEMNT CO IN,1795 North Main St,LOGAN,UT,84341.0,441320.0,Corporation,220.0,b,"1795 North Main St, LOGAN, UT"
604846,"JERRY SEINER CHEVROLET, INC.",1530 South 500 West,SALT LAKE CITY,UT,84115.0,441110.0,Corporation,175.0,b,"1530 South 500 West, SALT LAKE CITY, UT"
604847,"JOHN H. FIRMAGE, INC.",4735 South State,SALT LAKE CITY,UT,84107.0,441110.0,Subchapter S Corporation,175.0,b,"4735 South State, SALT LAKE CITY, UT"
604848,"JOLT SOFTWARE, INC.",2901 N. Ashton Blvd.,LEHI,UT,84043.0,511210.0,Corporation,100.0,b,"2901 N. Ashton Blvd., LEHI, UT"
604849,"K-TEC HOLDINGS, LTD",1206 S 1680 W,OREM,UT,84058.0,335220.0,Partnership,178.0,b,"1206 S 1680 W, OREM, UT"
604850,"KELLE'S TRANSPORT SERVICES, LLC",977 W 2100 S,WEST VALLEY CITY,UT,84119.0,484110.0,Limited  Liability Company(LLC),275.0,b,"977 W 2100 S, WEST VALLEY CITY, UT"
604851,"KEN GARFF OGDEN, LLC",900 West Riverdale Road 0.0,OGDEN,UT,84405.0,441110.0,Limited  Liability Company(LLC),196.0,b,"900 West Riverdale Road 0.0, OGDEN, UT"
604852,KIMBALL MANAGEMENT CORPORATION,2839 West California Ave,SALT LAKE CITY,UT,84104.0,561110.0,Subchapter S Corporation,133.0,b,"2839 West California Ave, SALT LAKE CITY, UT"
604853,"KIRK-COMPANY, INC.",31 S 600 W,BRIGHAM CITY,UT,84302.0,561320.0,Corporation,480.0,b,"31 S 600 W, BRIGHAM CITY, UT"
604854,KIRTON MCCONKIE PC,50 East South Temple,SALT LAKE CITY,UT,84111.0,541110.0,Corporation,261.0,b,"50 East South Temple, SALT LAKE CITY, UT"
604855,KLAS ENTERPRISES LLC,630 E Technology Ave,OREM,UT,84097.0,541910.0,Limited  Liability Company(LLC),156.0,b,"630 E Technology Ave, OREM, UT"
604856,"KUALI, INC.",3400 N Ashton Blvd Suite 450,LEHI,UT,84043.0,511210.0,Corporation,95.0,b,"3400 N Ashton Blvd Suite 450, LEHI, UT"
604857,"LEAVITT PARTNERS, LLC","299 South Main, Suite 2300",SALT LAKE CITY,UT,84111.0,541611.0,Limited  Liability Company(LLC),129.0,b,"299 South Main, SALT LAKE CITY, UT"
604858,"LES OLSON COMPANY, INC.",3244 South 300 West,SALT LAKE CITY,UT,84115.0,443112.0,Corporation,253.0,b,"3244 South 300 West, SALT LAKE CITY, UT"
604859,"LIGHTNING PROTECTION SYSTEMS, LLC",90 CUTLER DR,NORTH SALT LAKE,UT,84054.0,335122.0,Limited  Liability Company(LLC),117.0,b,"90 CUTLER DR, NORTH SALT LAKE, UT"
604860,"LOW VA RATES, LLC",384 S 400 W STE 100,LINDON,UT,84042.0,522292.0,Limited  Liability Company(LLC),199.0,b,"384 S 400 W STE 100, LINDON, UT"
604861,LW MILLER PROFESSIONAL SERVICES INC,1050 W 200 N,LOGAN,UT,84321.0,484220.0,Corporation,318.0,b,"1050 W 200 N, LOGAN, UT"
604862,M&M AUTOMOTOVE INC,11453 S Lone Peak Parkway,DRAPER,UT,84020.0,441110.0,Subchapter S Corporation,161.0,b,"11453 S Lone Peak Parkway, DRAPER, UT"
604863,MAGLEBY PROFESSIONAL SERVICES,1291 W Center St.,LINDON,UT,84042.0,236115.0,Limited  Liability Company(LLC),180.0,b,"1291 W Center St., LINDON, UT"
604864,"MARK MILLER HOLDINGS, LLC",730 S West Temple,SALT LAKE CITY,UT,84101.0,441110.0,Limited  Liability Company(LLC),188.0,b,"730 S West Temple, SALT LAKE CITY, UT"
604865,MAXIM'S NUTRICARE INCORPORATED,6208 W DANNON WAY,WEST JORDAN,UT,84081.0,453998.0,Corporation,329.0,b,"6208 W DANNON WAY, WEST JORDAN, UT"
604866,MC RESEARCH LABS INC,6350 South 3000 East,SALT LAKE CITY,UT,84121.0,511210.0,Subchapter S Corporation,171.0,b,"6350 South 3000 East, SALT LAKE CITY, UT"
604867,"MECHANICAL SERVICE & SYSTEMS, INC.",1055 S 700 W,SALT LAKE CITY,UT,84104.0,238210.0,Corporation,120.0,b,"1055 S 700 W, SALT LAKE CITY, UT"
604868,"MEDICAL PRIORITY CONSULTANTS, INC.","110 South Regent Street, STE 500",SALT LAKE CITY,UT,84111.0,541519.0,Corporation,151.0,b,"110 South Regent Street, SALT LAKE CITY, UT"
604869,MEDSPHERE SYSTEMS CORPORATION,1220 East 7800 South FL 3,SANDY,UT,84094.0,511210.0,Corporation,130.0,b,"1220 East 7800 South FL 3, SANDY, UT"
604870,"MID-STATE CONSULTANTS, INC.",1475 North 200 West,NEPHI,UT,84648.0,541330.0,Subchapter S Corporation,204.0,b,"1475 North 200 West, NEPHI, UT"
604871,MIDWEST COMMERCIAL INTERIORS,987 S WEST TEMPLE,SALT LAKE CITY,UT,84101.0,523930.0,Corporation,174.0,b,"987 S WEST TEMPLE, SALT LAKE CITY, UT"
604873,MITY INC,1301 W 400 N,OREM,UT,84057.0,337127.0,Corporation,384.0,b,"1301 W 400 N, OREM, UT"
604874,"MOAB VALLEY HEALTHCARE, INC.",450 W. Williams Way,MOAB,UT,84532.0,622110.0,Non-Profit Organization,237.0,b,"450 W. Williams Way, MOAB, UT"
604875,MORGAN ASPHALT INC,1970 N Redwood Road,SALT LAKE CITY,UT,84116.0,237310.0,Corporation,200.0,b,"1970 N Redwood Road, SALT LAKE CITY, UT"
604876,"MOUNTAIN LAND REHABILITATION, INC.",1952 E FORT UNION BLVD,SALT LAKE CITY,UT,84121.0,621340.0,Subchapter S Corporation,237.0,b,"1952 E FORT UNION BLVD, SALT LAKE CITY, UT"
604877,MOUNTAIN WEST ANESTHESIA LLC,"3340 N. Center Street, Suite 800",LEHI,UT,84043.0,621111.0,Limited  Liability Company(LLC),187.0,b,"3340 N. Center Street, LEHI, UT"
604878,MOUNTAIN WEST BRANDS LLC,744 E. 400 South,SALT LAKE CITY,UT,84102.0,722511.0,Limited  Liability Company(LLC),250.0,b,"744 E. 400 South, SALT LAKE CITY, UT"
604879,"MR RESTAURANTS, LC",5929 Fashion Point Dr STE 501,OGDEN,UT,84403.0,722511.0,Limited  Liability Company(LLC),500.0,b,"5929 Fashion Point Dr STE 501, OGDEN, UT"
604880,"MYLER DISABILITY, LLC",758 East Utah Valley Drive,AMERICAN FORK,UT,84003.0,541110.0,Corporation,367.0,b,"758 East Utah Valley Drive, AMERICAN FORK, UT"
604881,"NATIONAL BENEFIT SERVICES, LLC",8523 S Redwood Rd,WEST JORDAN,UT,84088.0,541611.0,Limited  Liability Company(LLC),276.0,b,"8523 S Redwood Rd, WEST JORDAN, UT"
604882,NATIONAL PRODUCT SALES INCORPORATED,1600 South Empire Rd,SALT LAKE CITY,UT,84104.0,452210.0,Corporation,500.0,b,"1600 South Empire Rd, SALT LAKE CITY, UT"
604883,"NAV TECHNOLOGIES, INC.",13693 South 200 West Ste 200,DRAPER,UT,84020.0,511210.0,Corporation,0.0,b,"13693 South 200 West Ste 200, DRAPER, UT"
604884,NDM RESTAURANTS LC,5929 Fashion Point Dr STE 501,OGDEN,UT,84403.0,722511.0,Limited  Liability Company(LLC),500.0,b,"5929 Fashion Point Dr STE 501, OGDEN, UT"
604885,NEWREST SLC LLC,3555 NINIGRET DR STE 600,SALT LAKE CITY,UT,84104.0,722310.0,Limited  Liability Company(LLC),315.0,b,"3555 NINIGRET DR STE 600, SALT LAKE CITY, UT"
604886,"NKS RESTAURANTS, LC",5929 Fashion Point Dr STE 501,OGDEN,UT,84403.0,722511.0,Limited  Liability Company(LLC),500.0,b,"5929 Fashion Point Dr STE 501, OGDEN, UT"
604887,"NOORDA BEC, INC.",2160 West 1700 South,SALT LAKE CITY,UT,84104.0,238390.0,Subchapter S Corporation,500.0,b,"2160 West 1700 South, SALT LAKE CITY, UT"
604888,NOVARAD CORPORATION,752 East 1180 South Suite 200,AMERICAN FORK,UT,84003.0,511210.0,Corporation,145.0,b,"752 East 1180 South Suite 200, AMERICAN FORK, UT"
604889,"ODYSSEY HOUSE, INC. (UTAH)",344 East 100 South,SALT LAKE CITY,UT,84111.0,623220.0,Non-Profit Organization,343.0,b,"344 East 100 South, SALT LAKE CITY, UT"
604891,OUTSOURCED ASSOCIATES & STAFFING LLC,5251 S GREEN STSUITE 350,SALT LAKE CITY,UT,84123.0,561320.0,Limited  Liability Company(LLC),204.0,b,"5251 S GREEN STSUITE 350, SALT LAKE CITY, UT"
604892,OVERLAND WEST INC,2805 WASHINGTON BLVD,OGDEN,UT,84401.0,532111.0,Corporation,489.0,b,"2805 WASHINGTON BLVD, OGDEN, UT"
604893,OWLET BABY CARE INC.,"2500 Executive Parkway, Suite 500",LEHI,UT,84043.0,454110.0,Corporation,102.0,b,"2500 Executive Parkway, LEHI, UT"
604894,"PADFIELD, INC.",1335 West 2100 South 0.0,SALT LAKE CITY,UT,84119.0,423130.0,Corporation,185.0,b,"1335 West 2100 South 0.0, SALT LAKE CITY, UT"
604895,"PARR BROWN GEE %26 LOVELESS, A PROFESSIONAL CORPORATION","101 S 200 E, Suite 700 0.0",SALT LAKE CITY,UT,84111.0,541110.0,Corporation,156.0,b,"101 S 200 E, SALT LAKE CITY, UT"
604896,"PC CRANE SERVICE, LLC",393 S 2650 W,SALT LAKE CITY,UT,84104.0,532412.0,Limited  Liability Company(LLC),140.0,b,"393 S 2650 W, SALT LAKE CITY, UT"
604897,PEAK ALARM COMPANY INC.,1534 S. GLADIOLA ST,SALT LAKE CITY,UT,84104.0,561621.0,Corporation,250.0,b,"1534 S. GLADIOLA ST, SALT LAKE CITY, UT"
604898,PHAZE CONCRETE INC.,91 E. Canyon Commercial Ave.,CEDAR CITY,UT,84721.0,238110.0,Subchapter S Corporation,256.0,b,"91 E. Canyon Commercial Ave., CEDAR CITY, UT"
604899,"POLARITYTE MD, INC.",123 N Wright Brothers Dr,SALT LAKE CITY,UT,84116.0,541714.0,Corporation,153.0,b,"123 N Wright Brothers Dr, SALT LAKE CITY, UT"
604900,"POLATECHNO CO., LTD",452 West 1260 North,OREM,UT,84057.0,333912.0,Corporation,238.0,b,"452 West 1260 North, OREM, UT"
604901,PREMIER FAMILY MEDICAL LLC,830 N 2000 W,PLEASANT GROVE,UT,84062.0,621999.0,Limited  Liability Company(LLC),332.0,b,"830 N 2000 W, PLEASANT GROVE, UT"
604902,PREMIER TECH INC,1881 West North Temple,SALT LAKE CITY,UT,84116.0,326191.0,Corporation,218.0,b,"1881 West North Temple, SALT LAKE CITY, UT"
604903,R&O CONSTRUCTION COMPANY,933 WALL AVE,OGDEN,UT,84404.0,236210.0,Corporation,179.0,b,"933 WALL AVE, OGDEN, UT"
604904,"RAM MANUFACTURING CO., INC.",3172 East DESERET DR South,SAINT GEORGE,UT,84790.0,332911.0,Corporation,250.0,b,"3172 East DESERET DR South, SAINT GEORGE, UT"
604905,RAY QUINNEY & NEBEKER P.C.,"36 S. State Street, Suite 1400",SALT LAKE CITY,UT,84111.0,541110.0,Corporation,175.0,b,"36 S. State Street, SALT LAKE CITY, UT"
604906,REACH NETWORX LLC,45 W Sego Lily Dr,SANDY,UT,84070.0,517911.0,Limited  Liability Company(LLC),185.0,b,"45 W Sego Lily Dr, SANDY, UT"
604907,"REDMOND, INCORPORATED",475 W 910 S,HEBER CITY,UT,84032.0,212393.0,Corporation,348.0,b,"475 W 910 S, HEBER CITY, UT"
604908,"REDSTONE RESIDENTIAL, INC.",2483 N CANYON RD,PROVO,UT,84604.0,531311.0,Corporation,369.0,b,"2483 N CANYON RD, PROVO, UT"
604909,RESPONSE MARKETING GROUP LLC,380 South Technology Ct Ste 100,LINDON,UT,84042.0,541613.0,Limited  Liability Company(LLC),50.0,b,"380 South Technology Ct Ste 100, LINDON, UT"
604910,"ROA MANAGEMENT HOLDING, LLC",1775 Warm Springs Road,SALT LAKE CITY,UT,84116.0,541810.0,Limited  Liability Company(LLC),197.0,b,"1775 Warm Springs Road, SALT LAKE CITY, UT"
604911,ROBERT J DEBRY & ASSOCIATES,4252 South 700 East,SALT LAKE CITY,UT,84107.0,541110.0,Subchapter S Corporation,74.0,b,"4252 South 700 East, SALT LAKE CITY, UT"
604912,"ROCKY MOUNTAIN CARE, LLC","576 W 900 S, SUITE 260",BOUNTIFUL,UT,84010.0,551114.0,Limited  Liability Company(LLC),153.0,b,"576 W 900 S, BOUNTIFUL, UT"
604913,"ROCKY MOUNTAIN INDUSTRIAL CONSTRUCTION SERVICES, LLC",1062 E Bamberger Dr,AMERICAN FORK,UT,84003.0,236210.0,Limited  Liability Company(LLC),133.0,b,"1062 E Bamberger Dr, AMERICAN FORK, UT"
604914,ROCKY MOUNTAIN UNIVERSITY OF,122 E 1700 S,PROVO,UT,84606.0,611519.0,Corporation,165.0,b,"122 E 1700 S, PROVO, UT"
604915,RUBY'S INN INC,26 South Main St.,BRYCE CANYON CITY,UT,84764.0,721110.0,Corporation,479.0,b,"26 South Main St., BRYCE CANYON CITY, UT"
604916,RULON HARPER CONSTRUCTION INC.,8201 W 5400 So,SALT LAKE CITY,UT,84118.0,237990.0,Corporation,180.0,b,"8201 W 5400 So, SALT LAKE CITY, UT"
604917,SARCOS CORP.,360 S WAKARA WAY,SALT LAKE CITY,UT,84108.0,541715.0,Corporation,124.0,b,"360 S WAKARA WAY, SALT LAKE CITY, UT"
604918,SECURITYMETRICS INC,1275 W 1600 N,OREM,UT,84057.0,541511.0,Corporation,0.0,b,"1275 W 1600 N, OREM, UT"
604919,"SHARPSPRING TECHNOLOGIES, INC.",5001 CELEBRATION LOOP,OAKLEY,UT,84055.0,541910.0,Corporation,75.0,b,"5001 CELEBRATION LOOP, OAKLEY, UT"
604920,"SIERRA FOREST PRODUCTS, INC",5825 Harold Gatty Drive,SALT LAKE CITY,UT,84116.0,113210.0,Corporation,186.0,b,"5825 Harold Gatty Drive, SALT LAKE CITY, UT"
604921,SISKIN ENTERPRISES,2525 W Bridger Road,SALT LAKE CITY,UT,84104.0,524126.0,Subchapter S Corporation,150.0,b,"2525 W Bridger Road, SALT LAKE CITY, UT"
604922,"SIZZLING DONUTS, LLC",348 E WINCHESTER ST,SALT LAKE CITY,UT,84107.0,722513.0,Limited  Liability Company(LLC),135.0,b,"348 E WINCHESTER ST, SALT LAKE CITY, UT"
604923,"SIZZLING WINGS, LLC",348 E WINCHESTER ST,SALT LAKE CITY,UT,84107.0,722513.0,Limited  Liability Company(LLC),248.0,b,"348 E WINCHESTER ST, SALT LAKE CITY, UT"
604924,SKAGGS CATHOLIC CENTER,300 E. 11800 S.,DRAPER,UT,84020.0,813110.0,Non-Profit Organization,277.0,b,"300 E. 11800 S., DRAPER, UT"
604925,SKYLINE ELECTRIC COMPANY,1848 W 2300 S,WEST VALLEY CITY,UT,84123.0,238210.0,Corporation,269.0,b,"1848 W 2300 S, WEST VALLEY CITY, UT"
604926,SMITH POWER PRODUCTS,3065 California Avenue,SALT LAKE CITY,UT,84104.0,453998.0,Sole Proprietorship,369.0,b,"3065 California Avenue, SALT LAKE CITY, UT"
604927,"SNOW, CHRISTENSEN & MARTINEAU","10 Exchange Place, 11th Floor",SALT LAKE CITY,UT,84111.0,541110.0,Corporation,104.0,b,"10 Exchange Place, SALT LAKE CITY, UT"
604928,"SOFTWARE TECHNOLOGY GROUP,INC.",555 S 300 E,SALT LAKE CITY,UT,84111.0,541512.0,Subchapter S Corporation,197.0,b,"555 S 300 E, SALT LAKE CITY, UT"
604929,SOLCIUS LLC,1555 N Freedom Blvd,PROVO,UT,84604.0,221114.0,Limited  Liability Company(LLC),301.0,b,"1555 N Freedom Blvd, PROVO, UT"
604930,SOUTH CENTRAL UTAH TELEPHONE ASSOCIATION,45 N 100 West,ESCALANTE,UT,84726.0,517110.0,Non-Profit Organization,139.0,b,"45 N 100 West, ESCALANTE, UT"
604931,"SPECTRUM ENGINEERS, INC.",324 S STATE ST STE 400,SALT LAKE CITY,UT,84111.0,541330.0,Corporation,155.0,b,"324 S STATE ST STE 400, SALT LAKE CITY, UT"
604932,"SQUIRE & COMPANY, PC",1329 S 800 E,OREM,UT,84097.0,541211.0,Subchapter S Corporation,158.0,b,"1329 S 800 E, OREM, UT"
604933,STADLER US INC.,5880 W 150 S,SALT LAKE CITY,UT,84104.0,336510.0,Corporation,307.0,b,"5880 W 150 S, SALT LAKE CITY, UT"
604934,"STANDARD PLUMBING SUPPLY CO., INC.",9310 S 370 W Bldg 5,SANDY,UT,84070.0,444130.0,Corporation,500.0,b,"9310 S 370 W Bldg 5, SANDY, UT"
604935,"STORM PRODUCTS, INC.",165 South 800 West,BRIGHAM CITY,UT,84302.0,339920.0,Subchapter S Corporation,281.0,b,"165 South 800 West, BRIGHAM CITY, UT"
604936,"SUMMIT PHYSICIAN SPECIALISTS, P.C.",5444 S Green Street,MURRAY,UT,84087.0,621111.0,Corporation,101.0,b,"5444 S Green Street, MURRAY, UT"
604937,"SUNCREST HOSPICE SAN JOSE, LLC","6800 S. Monroe Street, Suite 809",SANDY,UT,84070.0,621610.0,Limited  Liability Company(LLC),167.0,b,"6800 S. Monroe Street, SANDY, UT"
604938,SUNDANCE INSTITUTE,1500 Kearns Boulevard,PARK CITY,UT,84060.0,813990.0,Non-Profit Organization,205.0,b,"1500 Kearns Boulevard, PARK CITY, UT"
604939,"SUNDANCE PARTNERS, LTD",8841 N Alpine Loop Rd,PROVO,UT,84604.0,721110.0,Partnership,500.0,b,"8841 N Alpine Loop Rd, PROVO, UT"
604940,"SUNRISE ENGINEERING, INC.",25 E 500 N,FILLMORE,UT,84631.0,541330.0,Subchapter S Corporation,373.0,b,"25 E 500 N, FILLMORE, UT"
604941,"SUPERIOR WATER AND AIR, INC.",3536 South 1950 West,WEST VALLEY CITY,UT,84119.0,238220.0,Subchapter S Corporation,185.0,b,"3536 South 1950 West, WEST VALLEY CITY, UT"
604942,"SURE STEEL, INC",7528 CORNIA DR,OGDEN,UT,84405.0,238990.0,Corporation,233.0,b,"7528 CORNIA DR, OGDEN, UT"
604943,TANNER LLC,"36 South State Street, Ste 600",SALT LAKE CITY,UT,84111.0,541211.0,Limited  Liability Company(LLC),152.0,b,"36 South State Street, SALT LAKE CITY, UT"
604944,TAYLOR ELECTRIC INC,2650 S 1030 W,SOUTH SALT LAKE,UT,84119.0,238210.0,Corporation,308.0,b,"2650 S 1030 W, SOUTH SALT LAKE, UT"
604945,"THANKSGIVING POINT INSTITUTE, INC.",3003 N. Thanksgiving Way,LEHI,UT,84043.0,712110.0,Non-Profit Organization,465.0,b,"3003 N. Thanksgiving Way, LEHI, UT"
604946,"THE BOYER COMPANY, L.C.","101 South 200 East, Suite 200",SALT LAKE CITY,UT,84111.0,531120.0,Limited  Liability Company(LLC),137.0,b,"101 South 200 East, SALT LAKE CITY, UT"
604947,THE ROAD HOME,3880 South 1000 West,WEST VALLEY CITY,UT,84119.0,624221.0,Non-Profit Organization,238.0,b,"3880 South 1000 West, WEST VALLEY CITY, UT"
604948,THE VOID LLC,644 N 2000 W,LINDON,UT,84042.0,713990.0,Limited  Liability Company(LLC),101.0,b,"644 N 2000 W, LINDON, UT"
604949,"TIM DAHLE IMPORTS, INC",4528 S State St,SALT LAKE CITY,UT,84107.0,441110.0,Corporation,241.0,b,"4528 S State St, SALT LAKE CITY, UT"
604950,"TOLMAN CONSTRUCTION, INC.",334 N Marshall Way #E,LAYTON,UT,84041.0,238310.0,Subchapter S Corporation,220.0,b,"334 N Marshall Way #E, LAYTON, UT"
604951,"TOM STUART CONSTRUCTION, INC.",259 South River Bend Way #100,NORTH SALT LAKE,UT,84054.0,236220.0,Corporation,170.0,b,"259 South River Bend Way #100, NORTH SALT LAKE, UT"
604952,TOSH INC,2474 N University Ave,PROVO,UT,84604.0,522298.0,Subchapter S Corporation,283.0,b,"2474 N University Ave, PROVO, UT"
604954,"TRES ENTERPRISES, INC.",2470 S REDWOOD RD $100,WEST VALLEY CITY,UT,84119.0,445210.0,Corporation,498.0,b,"2470 S REDWOOD RD $100, WEST VALLEY CITY, UT"
604955,TRUVISION HEALTH LLC,172 E 14075 S,DRAPER,UT,84020.0,446191.0,Professional Association,70.0,b,"172 E 14075 S, DRAPER, UT"
604956,"TUCUMCARI TRANSFER, INC.",520 North Marketplace Drive Suite 120,CENTERVILLE,UT,84014.0,722513.0,Subchapter S Corporation,500.0,b,"520 North Marketplace Drive Suite 120, CENTERVILLE, UT"
604958,U.S. MECHANICAL LIMITED COMPANY,472 South 640 West,PLEASANT GROVE,UT,84062.0,238220.0,Limited  Liability Company(LLC),500.0,b,"472 South 640 West, PLEASANT GROVE, UT"
604959,"UBTA-UBET COMMUNICATIONS, INC",211 E 200 N,ROOSEVELT,UT,84066.0,517311.0,Non-Profit Organization,270.0,b,"211 E 200 N, ROOSEVELT, UT"
604960,"UMC, INC.",1148 N 450 West,SPRINGVILLE,UT,84663.0,238220.0,Subchapter S Corporation,300.0,b,"1148 N 450 West, SPRINGVILLE, UT"
604961,"UNITED EDUCATION CENTER, INC",50 S  Main Street,PLEASANT GROVE,UT,84062.0,611420.0,Subchapter S Corporation,105.0,b,"50 S  Main Street, PLEASANT GROVE, UT"
604962,UNITED STATES SKI ASSOCIATION,"1 Victory Lane, Box 100",PARK CITY,UT,84060.0,711211.0,Non-Profit Organization,166.0,b,"1 Victory Lane, PARK CITY, UT"
604963,UTAH ATHLETIC FOUNDATION,3419 Olympic Parkway,PARK CITY,UT,84098.0,611620.0,Non-Profit Organization,373.0,b,"3419 Olympic Parkway, PARK CITY, UT"
604964,"UTAH BEHAVIOR SERVICES, INC.",6013 S REDWOOD RD,SALT LAKE CITY,UT,84123.0,621330.0,Corporation,434.0,b,"6013 S REDWOOD RD, SALT LAKE CITY, UT"
604965,UTAH CANCER SPECIALISTS PC,1121 E 3900 S C-230,SALT LAKE CITY,UT,84124.0,621111.0,Corporation,242.0,b,"1121 E 3900 S C-230, SALT LAKE CITY, UT"
604966,"UTAH DEL, INC.",4760 S Highland Drive #604,SALT LAKE,UT,84117.0,722513.0,Subchapter S Corporation,293.0,b,"4760 S Highland Drive #604, SALT LAKE, UT"
604967,"UTAH EMERGENCY PHYSICIANS, P.C.",5171 S Cottonwood St,SALT LAKE CITY,UT,84107.0,621111.0,Corporation,145.0,b,"5171 S Cottonwood St, SALT LAKE CITY, UT"
604968,UTAH SYMPHONY & OPERA,123 West S. Temple,SALT LAKE CITY,UT,84101.0,711190.0,Non-Profit Organization,214.0,b,"123 West S. Temple, SALT LAKE CITY, UT"
604969,UTAH YOUTH VILLAGE,5800 South HIghland Drive,SALT LAKE CITY,UT,84121.0,623990.0,Non-Profit Organization,200.0,b,"5800 South HIghland Drive, SALT LAKE CITY, UT"
604970,"VALCOM SALT LAKE CITY, LC",852 E Arrowhead Lane,MURRAY,UT,84107.0,541613.0,Limited  Liability Company(LLC),120.0,b,"852 E Arrowhead Lane, MURRAY, UT"
604971,"VALLEY OBSTETRICS AND GYNECOLOGY, P. C.",585 N 500 W,PROVO,UT,84601.0,621111.0,Subchapter S Corporation,204.0,b,"585 N 500 W, PROVO, UT"
604972,"VOLUNTEERS OF AMERICA OF UTAH, INC",435 W Bearcat Dr,SALT LAKE CITY,UT,84115.0,624190.0,Non-Profit Organization,335.0,b,"435 W Bearcat Dr, SALT LAKE CITY, UT"
604973,WADMAN CORPORATION,2920 S 925 W,OGDEN,UT,84401.0,236220.0,Corporation,130.0,b,"2920 S 925 W, OGDEN, UT"
604974,"WADSWORTH BROTHERS CONSTRUCTION COMPANY, INC.",1350 Draper Pkwy,DRAPER,UT,84020.0,237310.0,Corporation,145.0,b,"1350 Draper Pkwy, DRAPER, UT"
604975,"WASATCH PEDIATRICS, INC.",6967 S. River Gate Drive Suite 100,MIDVALE,UT,84047.0,621111.0,Corporation,223.0,b,"6967 S. River Gate Drive Suite 100, MIDVALE, UT"
604976,"WATERFORD INSTITUTE, INC.",1590 East 9400 South,SANDY,UT,84093.0,541511.0,Non-Profit Organization,243.0,b,"1590 East 9400 South, SANDY, UT"
604977,"WATERFORD SCHOOL, LLC",1590 E 9400 S,SANDY,UT,84093.0,611110.0,Non-Profit Organization,244.0,b,"1590 E 9400 S, SANDY, UT"
604978,WATSON MANAGEMENT INC,1086 East Highway 193,LAYTON,UT,84040.0,722513.0,Subchapter S Corporation,500.0,b,"1086 East Highway 193, LAYTON, UT"
604979,WAVETRNOIX LLC,78 East 1700 South,PROVO,UT,84606.0,334519.0,Limited  Liability Company(LLC),230.0,b,"78 East 1700 South, PROVO, UT"
604980,"WELLQUEST LIVING, LLC",185 South State Street,SALT LAKE CITY,UT,84111.0,531390.0,Limited  Liability Company(LLC),298.0,b,"185 South State Street, SALT LAKE CITY, UT"
604981,"WESTLAND CONSTRUCTION, INC.",1411 W 1250 S STE 200,OREM,UT,84058.0,236220.0,Corporation,175.0,b,"1411 W 1250 S STE 200, OREM, UT"
604982,"WILSON ELECTRONICS, LLC","2890 Cottonwood Parkway, Suite 200",SALT LAKE CITY,UT,84121.0,334220.0,Limited  Liability Company(LLC),277.0,b,"2890 Cottonwood Parkway, SALT LAKE CITY, UT"
604983,"WING ENTERPRISES, INCORPORATED",1198 SPRING CREEK PL,SPRINGVILLE,UT,84663.0,332999.0,Corporation,254.0,b,"1198 SPRING CREEK PL, SPRINGVILLE, UT"
604984,WITTWER INC,390 N MALL DR,SAINT GEORGE,UT,84790.0,442110.0,Subchapter S Corporation,199.0,b,"390 N MALL DR, SAINT GEORGE, UT"
604985,"WOLLAM CONSTRUCTION COMPANY, INC.",656 W 9400 S,SANDY,UT,84070.0,237310.0,Corporation,108.0,b,"656 W 9400 S, SANDY, UT"
604986,YU JEOUNG,1141 W SILICON CIR Ste B,SAINT GEORGE,UT,84770.0,561599.0,Limited  Liability Company(LLC),389.0,b,"1141 W SILICON CIR Ste B, SAINT GEORGE, UT"
611561,11TH HOUR SEARCH LLC,3110 Fairview Park Drive #1200,FALLS CHURCH,VA,22042.0,561330.0,Corporation,51.0,b,"3110 Fairview Park Drive #1200, FALLS CHURCH, VA"
