,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,LoanCat,full_addr
462337,DUTCHMAN HOSPITALITY GROUP,4967 Walnut Street,WALNUT CREEK,OH,44687.0,721110.0,Corporation,500.0,a,"4967 Walnut Street, WALNUT CREEK, OH"
462338,E.S.WAGNER COMPANY,740 PATCHEN RD,OREGON,OH,43616.0,237310.0,Corporation,232.0,a,"740 PATCHEN RD, OREGON, OH"
462339,EAST MANUFACTURING CORPORATION,1871 State Route 44,RANDOLPH,OH,44265.0,336212.0,Subchapter S Corporation,490.0,a,"1871 State Route 44, RANDOLPH, OH"
462340,ELFORD INC,1220 DUBLIN RD,COLUMBUS,OH,43215.0,236220.0,Subchapter S Corporation,311.0,a,"1220 DUBLIN RD, COLUMBUS, OH"
462341,"EMBASSY HEALTHCARE HOLDINGS, INC.","25201 Chagrin Blvd., Ste. 190",BEACHWOOD,OH,44122.0,623110.0,Subchapter S Corporation,500.0,a,"25201 Chagrin Blvd., BEACHWOOD, OH"
462343,"ERNIE GREEN INDUSTRIES, INC.",2030 Dividend Drive,COLUMBUS,OH,43228.0,336340.0,Limited  Liability Company(LLC),363.0,a,"2030 Dividend Drive, COLUMBUS, OH"
462344,"ERP ANALYSTS, INC",425 METRO PL N STE 510,DUBLIN,OH,43017.0,541512.0,Subchapter S Corporation,455.0,a,"425 METRO PL N STE 510, DUBLIN, OH"
462345,"EVENFLO COMPANY, INC","225 Byers Road, Suite #2",MIAMISBURG,OH,45342.0,337125.0,Corporation,500.0,a,"225 Byers Road, MIAMISBURG, OH"
462346,"FEINTOOL US OPERATIONWS, INC.",11280 CORNELL PARK DR,BLUE ASH,OH,45242.0,336370.0,Corporation,500.0,a,"11280 CORNELL PARK DR, BLUE ASH, OH"
462347,FERN EXPOSITION SERVICES LLC,645 Linn St.,CINCINNATI,OH,45203.0,541990.0,Limited  Liability Company(LLC),399.0,a,"645 Linn St., CINCINNATI, OH"
462348,FIRST STAR LOGISTICS LLC,11461 NORTHLAKE DR,CINCINNATI,OH,45249.0,551112.0,Limited  Liability Company(LLC),43.0,a,"11461 NORTHLAKE DR, CINCINNATI, OH"
462349,FORTEC MEDICAL INC,6245 HUDSON CROSSING PKWY,HUDSON,OH,44236.0,423450.0,Corporation,460.0,a,"6245 HUDSON CROSSING PKWY, HUDSON, OH"
462350,FOUNDATIONS HEALTH SOLUTIONS LLC,25000 COUNTRY CLUB BLVD,NORTH OLMSTED,OH,44070.0,561330.0,Limited  Liability Company(LLC),500.0,a,"25000 COUNTRY CLUB BLVD, NORTH OLMSTED, OH"
462351,"FOUR SEASONS ENVIROMENTAL, INC.",43 New Garver Rd,MONROE,OH,45050.0,561210.0,Subchapter S Corporation,347.0,a,"43 New Garver Rd, MONROE, OH"
462352,FRANCISCAN UNIVERSITY OF STEUBENVILLE,1235 University Blvd,STEUBENVILLE,OH,43952.0,611310.0,Non-Profit Organization,498.0,a,"1235 University Blvd, STEUBENVILLE, OH"
462353,"FRANKLIN EQUIPMENT, LLC",4141 Hamilton Square Blvd,GROVEPORT,OH,43125.0,532412.0,Limited  Liability Company(LLC),382.0,a,"4141 Hamilton Square Blvd, GROVEPORT, OH"
462354,"FRISCH&#39;S RESTAURANTS, INC.",2800 Gilbert Ave.,CINCINNATI,OH,45206.0,722511.0,Corporation,500.0,a,"2800 Gilbert Ave., CINCINNATI, OH"
462355,FST LOGISTICS INC,1727 Georgesville Road,COLUMBUS,OH,43228.0,484122.0,Subchapter S Corporation,369.0,a,"1727 Georgesville Road, COLUMBUS, OH"
462356,FYDA INC,1250 WALCUTT RD,COLUMBUS,OH,43228.0,423110.0,Corporation,489.0,a,"1250 WALCUTT RD, COLUMBUS, OH"
462357,"G2O, LLC",2500 Corporate Exchange Dr,COLUMBUS,OH,43231.0,541511.0,Limited  Liability Company(LLC),351.0,a,"2500 Corporate Exchange Dr, COLUMBUS, OH"
462358,"GEORGE J. IGEL & CO., INC.",2040 ALUM CREEK DR,COLUMBUS,OH,43207.0,238910.0,Corporation,463.0,a,"2040 ALUM CREEK DR, COLUMBUS, OH"
462359,"GILLIGAN OIL COMPANY, LLC",3805 EDWARDS RD,CINCINNATI,OH,45209.0,722513.0,Corporation,250.0,a,"3805 EDWARDS RD, CINCINNATI, OH"
462360,GLOBAL MINING HOLDING COMPANY LLC,"41 South High Street, Suite 3750",COLUMBUS,OH,43215.0,213113.0,Limited  Liability Company(LLC),279.0,a,"41 South High Street, COLUMBUS, OH"
462361,"GOODWILL INDUSTRIES OF CENTRAL OHIO, INC.",1331 Edgehill Rd,DUBLIN,OH,43017.0,453310.0,Non-Profit Organization,499.0,a,"1331 Edgehill Rd, DUBLIN, OH"
462362,"GOSIGER HOLDINGS, INC",108 McDonough St,DAYTON,OH,45402.0,423830.0,Corporation,484.0,a,"108 McDonough St, DAYTON, OH"
462363,"GREAT DAY IMPROVEMENTS, LLC",700 East Highland Road,MACEDONIA,OH,44056.0,238130.0,Limited  Liability Company(LLC),430.0,a,"700 East Highland Road, MACEDONIA, OH"
462364,GUNTON COPORATION,26150 RICHMOND RD,BEDFORD,OH,44146.0,423310.0,Corporation,417.0,a,"26150 RICHMOND RD, BEDFORD, OH"
462365,HBK PROFESSIONAL LLC,6603 SUMMIT DR,CANFIELD,OH,44406.0,541211.0,Limited  Liability Company(LLC),392.0,a,"6603 SUMMIT DR, CANFIELD, OH"
462366,HEIDTMAN STEEL PRODUCTS INC.,2401 Front Street,TOLEDO,OH,43605.0,423510.0,Corporation,482.0,a,"2401 Front Street, TOLEDO, OH"
462367,HENNY PENNY CORP,1219 US 35 W,EATON,OH,45320.0,423440.0,Subchapter S Corporation,500.0,a,"1219 US 35 W, EATON, OH"
462368,HFI LLC,59 Gender Rd 0.0,CANAL WINCHESTER,OH,43110.0,326199.0,Limited  Liability Company(LLC),350.0,a,"59 Gender Rd 0.0, CANAL WINCHESTER, OH"
462369,"HILSCHER CLARKE ENTERPRISES, LLC",519 4th ST NW,CANTON,OH,44703.0,238210.0,Corporation,365.0,a,"519 4th ST NW, CANTON, OH"
462370,"HOSE MASTERS, INC.",1233 E 222nd St,EUCLID,OH,44117.0,332999.0,Corporation,438.0,a,"1233 E 222nd St, EUCLID, OH"
462371,"HOWLEY BREAD GROUP, LTD",159 Crocker Park Blvd Suite 290,WESTLAKE,OH,44145.0,722513.0,Limited  Liability Company(LLC),472.0,a,"159 Crocker Park Blvd Suite 290, WESTLAKE, OH"
462372,"HY-TEK MATERIAL HANDLING, INC.",2222 Rickenbacker Parkway West,COLUMBUS,OH,43217.0,423850.0,Subchapter S Corporation,279.0,a,"2222 Rickenbacker Parkway West, COLUMBUS, OH"
462373,"IGS VENTURES, INC.",6100 Emerald Parkway,DUBLIN,OH,43016.0,221210.0,Subchapter S Corporation,250.0,a,"6100 Emerald Parkway, DUBLIN, OH"
462374,"INDEPENDENCE EXCAVATING, INC.",5720 Schaaf Road,INDEPENDENCE,OH,44131.0,238910.0,Corporation,469.0,a,"5720 Schaaf Road, INDEPENDENCE, OH"
462375,INTEGRITY EXPRESS LOGISTICS LLC,4420 Cooper Rd Ste 400,CINCINNATI,OH,45242.0,484110.0,Corporation,483.0,a,"4420 Cooper Rd Ste 400, CINCINNATI, OH"
462376,"INTERDESIGN, INC.",30725 Solon Industrial Parkway 0.0,SOLON,OH,44139.0,423220.0,Subchapter S Corporation,211.0,a,"30725 Solon Industrial Parkway 0.0, SOLON, OH"
462377,INVACARE CORPORATION,One Invacare Way,ELYRIA,OH,44035.0,339113.0,Corporation,500.0,a,"One Invacare Way, ELYRIA, OH"
462378,"IPS HOLDING GROUP, INC",146 DIXIE HWY,ROSSFORD,OH,43460.0,238210.0,Corporation,406.0,a,"146 DIXIE HWY, ROSSFORD, OH"
462379,"J RAYL TRANSPORT, INC. & AFFILIATES",1016 Triplett Blvd.,AKRON,OH,44306.0,484220.0,Corporation,469.0,a,"1016 Triplett Blvd., AKRON, OH"
462380,JERGENS INC.,15700 S Waterloo Rd,CLEVELAND,OH,44110.0,333514.0,Corporation,416.0,a,"15700 S Waterloo Rd, CLEVELAND, OH"
462382,"JTM PROVISIONS COMPANY, INC.",200 SALES AVENUE,HARRISON,OH,45030.0,311612.0,Subchapter S Corporation,500.0,a,"200 SALES AVENUE, HARRISON, OH"
462383,KE GUTRIDGE LLC,88 South 2nd Street,NEWARK,OH,43055.0,541330.0,Limited  Liability Company(LLC),342.0,a,"88 South 2nd Street, NEWARK, OH"
462384,LCA-VISION INC,7840 Montgomery Road,CINCINNATI,OH,45236.0,621320.0,Subchapter S Corporation,478.0,a,"7840 Montgomery Road, CINCINNATI, OH"
462385,"LION FIRST RESPONDERS PPE, INC.",7200 Poe Avenue,DAYTON,OH,45414.0,315210.0,Subchapter S Corporation,500.0,a,"7200 Poe Avenue, DAYTON, OH"
462386,"LVF HOLDINGS, INC.",1600 Gressel Drive,DELPHOS,OH,45833.0,311999.0,Corporation,499.0,a,"1600 Gressel Drive, DELPHOS, OH"
462387,MACINTOSH MANAGEMENT COMPANY LLC,3863 Trueman Court,HILLIARD,OH,43026.0,561110.0,Limited  Liability Company(LLC),500.0,a,"3863 Trueman Court, HILLIARD, OH"
462388,"MAJESTIC STEEL USA, INC.",31099 Chagrin Blvd STE 150 0.0,CLEVELAND,OH,44124.0,423510.0,Subchapter S Corporation,329.0,a,"31099 Chagrin Blvd STE 150 0.0, CLEVELAND, OH"
462389,MARIETTA COLLEGE,215 Fifth Street,MARIETTA,OH,45750.0,611310.0,Non-Profit Organization,419.0,a,"215 Fifth Street, MARIETTA, OH"
462390,MAROUS BROTHERS CONSTRUCTION INC,1702 Joseph Lloyd Parkway,WICKLIFFE,OH,44092.0,236115.0,Subchapter S Corporation,291.0,a,"1702 Joseph Lloyd Parkway, WICKLIFFE, OH"
462391,"MATRIX TECHNOLOGIES, INC.",1760 Indian Wood Circle,MAUMEE,OH,43537.0,541330.0,Subchapter S Corporation,312.0,a,"1760 Indian Wood Circle, MAUMEE, OH"
462392,MAX AUTO SUPPLY COMPANY,1101 MONROE ST,TOLEDO,OH,43604.0,811112.0,Subchapter S Corporation,500.0,a,"1101 MONROE ST, TOLEDO, OH"
462393,"MAZZELLA HOLDING COMPANY, INC.",21000 Aerospace Pkwy,CLEVELAND,OH,44142.0,332999.0,Subchapter S Corporation,500.0,a,"21000 Aerospace Pkwy, CLEVELAND, OH"
462394,"MBC HOLDINGS OF OHIO, INC.",1613 S. Defiance St.,ARCHBOLD,OH,43502.0,237310.0,Subchapter S Corporation,452.0,a,"1613 S. Defiance St., ARCHBOLD, OH"
462395,MCDONALD HOPKINS LLC,600 Superior Ave E Suite 2100,CLEVELAND,OH,44114.0,541199.0,Limited  Liability Company(LLC),250.0,a,"600 Superior Ave E Suite 2100, CLEVELAND, OH"
462396,MID-CITY ELECTRIC CO,937 EASTWIND DR,WESTERVILLE,OH,43081.0,238210.0,Subchapter S Corporation,450.0,a,"937 EASTWIND DR, WESTERVILLE, OH"
462398,MIDDOUGH CONSULTING INC.,1901 E 13th St,CLEVELAND,OH,44114.0,541330.0,Subchapter S Corporation,389.0,a,"1901 E 13th St, CLEVELAND, OH"
462399,"MORRISON PRODUCTS, INC.",16900 S. Waterloo Road,CLEVELAND,OH,44110.0,333413.0,Subchapter S Corporation,500.0,a,"16900 S. Waterloo Road, CLEVELAND, OH"
462400,"MOSSER CONSTRUCTION, INC.",122 S WILSON AVE,FREMONT,OH,43420.0,236220.0,Corporation,216.0,a,"122 S WILSON AVE, FREMONT, OH"
462401,MS CONSULTANTS INC,2221 SCHROCK RD,COLUMBUS,OH,43229.0,541330.0,Corporation,291.0,a,"2221 SCHROCK RD, COLUMBUS, OH"
462402,NATIONAL MACHINE COMPANY,4880 Hudson Drive,CUYAHOGA FALLS,OH,44223.0,332911.0,Corporation,475.0,a,"4880 Hudson Drive, CUYAHOGA FALLS, OH"
462403,"NATIONAL YOUTH ADVOCATE PROGRAM, INC.",1801 Watermark Drive Suite 200,COLUMBUS,OH,43215.0,624190.0,Non-Profit Organization,500.0,a,"1801 Watermark Drive Suite 200, COLUMBUS, OH"
462404,NELSON STARK COMPANY,7685 FIELDS ERTEL RD,CINCINNATI,OH,45241.0,237990.0,Subchapter S Corporation,231.0,a,"7685 FIELDS ERTEL RD, CINCINNATI, OH"
462405,"NORTH AMERICAN SCIENCE ASSOCIATES, INC.",6750 Wales Rd,NORTHWOOD,OH,43619.0,339112.0,Subchapter S Corporation,500.0,a,"6750 Wales Rd, NORTHWOOD, OH"
462406,NORTH COAST PIZZA INC.,3747 FISHCREEK RD,STOW,OH,44224.0,722511.0,Corporation,500.0,a,"3747 FISHCREEK RD, STOW, OH"
462407,OCP CONTRACTORS INC,1740 COMMERCE RD,HOLLAND,OH,43528.0,238310.0,Corporation,460.0,a,"1740 COMMERCE RD, HOLLAND, OH"
462408,ODW LOGISTICS INC.,"400 W. Nationwide Blvd, Suite 200",COLUMBUS,OH,43215.0,541614.0,Corporation,250.0,a,"400 W. Nationwide Blvd, COLUMBUS, OH"
462409,OHIO GRATINGS INC,5299 SOUTHWAY ST SW,CANTON,OH,44706.0,332323.0,Subchapter S Corporation,450.0,a,"5299 SOUTHWAY ST SW, CANTON, OH"
462410,"ORTHOPEDIC ONE, INC.",170 Taylor Station Road,COLUMBUS,OH,43213.0,621111.0,Subchapter S Corporation,500.0,a,"170 Taylor Station Road, COLUMBUS, OH"
462411,PALMER-DONAVIN HOLDINGS INC.,3210 Centerpoint Drive,GROVE CITY,OH,43123.0,321999.0,Employee Stock Ownership Plan(ESOP),498.0,a,"3210 Centerpoint Drive, GROVE CITY, OH"
462412,PAWLACZYK FAMILY INC,10121 W Bancroft St,HOLLAND,OH,43528.0,561730.0,Corporation,10.0,a,"10121 W Bancroft St, HOLLAND, OH"
462413,"PECK, HANNAFORD + BRIGGS CO",4670 Chester Avenue,CINCINNATI,OH,45232.0,238220.0,Employee Stock Ownership Plan(ESOP),261.0,a,"4670 Chester Avenue, CINCINNATI, OH"
462414,PEPPERL & FUCHS INC,1600 ENTERPRISE PKWY,TWINSBURG,OH,44087.0,334413.0,Corporation,385.0,a,"1600 ENTERPRISE PKWY, TWINSBURG, OH"
462415,PILOT CHEMICAL CORPORATION,9075 CENTRE POINTE DR,WEST CHESTER,OH,45069.0,325613.0,Subchapter S Corporation,315.0,a,"9075 CENTRE POINTE DR, WEST CHESTER, OH"
462416,"PIONEER PIPE, INC",201 HANNA RD,MARIETTA,OH,45750.0,332996.0,Corporation,173.0,a,"201 HANNA RD, MARIETTA, OH"
462417,"PLANES MOVING & STORAGE, INC.",9823 Cincinnati-Dayton Rd,"WEST CHESTER, OH 45069",OH,45069.0,484210.0,Subchapter S Corporation,499.0,a,"9823 Cincinnati-Dayton Rd, WEST CHESTER, OH 45069, OH"
462418,PORTER WRIGHT MORRIS & ARTHUR LLP,41 S. High St. Suite 3200,COLUMBUS,OH,43215.0,541199.0,Limited Liability Partnership,396.0,a,"41 S. High St. Suite 3200, COLUMBUS, OH"
462419,PRESRITE CORPORATION,3665 E. 78th Street 0.0,CLEVELAND,OH,44105.0,332111.0,Subchapter S Corporation,387.0,a,"3665 E. 78th Street 0.0, CLEVELAND, OH"
462420,"PRIMARY AIM, LLC",947 Adair Ave,ZANESVILLE,OH,43701.0,722513.0,Limited  Liability Company(LLC),500.0,a,"947 Adair Ave, ZANESVILLE, OH"
462421,PRIME AE GROUP INC,8415 PULSAR PL,COLUMBUS,OH,43240.0,541330.0,Corporation,430.0,a,"8415 PULSAR PL, COLUMBUS, OH"
462422,"PROLINK STAFFING SERVICES, LLC",10700 MONTGOMERY RD,CINCINNATI,OH,45242.0,561320.0,Limited  Liability Company(LLC),500.0,a,"10700 MONTGOMERY RD, CINCINNATI, OH"
462423,"QUEBE HOLDINGS, INC",1985 FOUNDERS DR,DAYTON,OH,45420.0,238210.0,Subchapter S Corporation,430.0,a,"1985 FOUNDERS DR, DAYTON, OH"
462424,"REA & ASSOCIATES, INC.",419 West High Avenue,NEW PHILADELPHIA,OH,44663.0,541211.0,Corporation,365.0,a,"419 West High Avenue, NEW PHILADELPHIA, OH"
462425,REDWOOD LIVING INC.,750 E Pleasant Valley Rd,INDEPENDENCE,OH,44131.0,531110.0,Subchapter S Corporation,200.0,a,"750 E Pleasant Valley Rd, INDEPENDENCE, OH"
462426,"REMINGER CO, LPA","101 West Prospect Ave, STE 1400",CLEVELAND,OH,44115.0,541110.0,Corporation,391.0,a,"101 West Prospect Ave, CLEVELAND, OH"
462427,"RICART PROPERTIES, INC.",4255 S Hamilton Rd 0.0,GROVEPORT,OH,43125.0,441110.0,Subchapter S Corporation,401.0,a,"4255 S Hamilton Rd 0.0, GROVEPORT, OH"
462428,"ROBIN INDUSTRIES, INC.",6500 Rockside Rd. 0.0,INDEPENDENCE,OH,44131.0,326299.0,Subchapter S Corporation,465.0,a,"6500 Rockside Rd. 0.0, INDEPENDENCE, OH"
462430,ROPPE HOLDING COMPANY,1602 N UNION ST,FOSTORIA,OH,44830.0,326199.0,Corporation,500.0,a,"1602 N UNION ST, FOSTORIA, OH"
462431,ROUNDTOWER TECHNOLOGIES LLC,5905 E. Galbraith Rd,CINCINNATI,OH,45236.0,541512.0,Limited  Liability Company(LLC),419.0,a,"5905 E. Galbraith Rd, CINCINNATI, OH"
462432,"RUDOLPH FOODS COMPANY, INC.",6575 BELLEFONTAINE RD,LIMA,OH,45804.0,311919.0,Subchapter S Corporation,500.0,a,"6575 BELLEFONTAINE RD, LIMA, OH"
462433,SAFE AUTO INSURANCE COMPANY,4 Easton Oval 0.0,COLUMBUS,OH,43219.0,524126.0,Corporation,500.0,a,"4 Easton Oval 0.0, COLUMBUS, OH"
462435,SBARRO LLC,1328 Dublin Road,COLUMBUS,OH,43215.0,722513.0,Limited  Liability Company(LLC),500.0,a,"1328 Dublin Road, COLUMBUS, OH"
462436,SCHWEBEL BAKING COMPANY,965 E MIDLOTHIAN BLVD,YOUNGSTOWN,OH,44502.0,311812.0,Subchapter S Corporation,500.0,a,"965 E MIDLOTHIAN BLVD, YOUNGSTOWN, OH"
462437,"SEI SERVICES, LLC",7870 E KEMPER RD Suite 400,CINCINNATI,OH,45249.0,541511.0,Limited  Liability Company(LLC),328.0,a,"7870 E KEMPER RD Suite 400, CINCINNATI, OH"
462438,SEVEN HILLS ANESTHESIA LLC,4030 SMITH RD SUITE 325,CINCINNATI,OH,45209.0,621111.0,Limited  Liability Company(LLC),264.0,a,"4030 SMITH RD SUITE 325, CINCINNATI, OH"
462439,SHOOK CONSTRUCTION CO.,2000 W DOROTHY LN,MORAINE,OH,45439.0,236220.0,Subchapter S Corporation,246.0,a,"2000 W DOROTHY LN, MORAINE, OH"
462440,"SHUMAKER, LOOP & KENDRICK, LLP",1000 Jackson Street,TOLEDO,OH,43604.0,541110.0,Partnership,332.0,a,"1000 Jackson Street, TOLEDO, OH"
462441,"SIFCO INDUSTRIES, INC.",970 East 64th Street 0.0,CLEVELAND,OH,44103.0,336412.0,Corporation,401.0,a,"970 East 64th Street 0.0, CLEVELAND, OH"
462442,SIMON ROOFING AND SHEET METAL CORP,70 KARAGO AVE,BOARDMAN,OH,44512.0,238160.0,Subchapter S Corporation,464.0,a,"70 KARAGO AVE, BOARDMAN, OH"
462443,"SIMS LOHMAN, INC.",6325 ESTE AVE,CINCINNATI,OH,45232.0,423990.0,Corporation,471.0,a,"6325 ESTE AVE, CINCINNATI, OH"
462444,SOUTHEAST INC,16 W LONG ST FL 4,COLUMBUS,OH,43215.0,622310.0,Non-Profit Organization,490.0,a,"16 W LONG ST FL 4, COLUMBUS, OH"
462445,STAR LEASING,4080 Business Park Drive,COLUMBUS,OH,43204.0,532490.0,Corporation,315.0,a,"4080 Business Park Drive, COLUMBUS, OH"
462446,STEIN HOLDINGS INC,1929 E ROYALTON RD,BROADVIEW HEIGHTS,OH,44147.0,331110.0,Subchapter S Corporation,500.0,a,"1929 E ROYALTON RD, BROADVIEW HEIGHTS, OH"
462447,"STYLE CREST ENTERPRISES, INC",2450 ENTERPRISE ST,FREMONT,OH,43420.0,326199.0,Corporation,500.0,a,"2450 ENTERPRISE ST, FREMONT, OH"
462448,"SUNRISE COOPERATIVE, INC.",2025 W. STATE ST,FREMONT,OH,43420.0,424910.0,Corporation,484.0,a,"2025 W. STATE ST, FREMONT, OH"
462449,TAILWIND TECHNOLOGIES INC.,ONE PROPELLER PL,PIQUA,OH,45356.0,336413.0,Subchapter S Corporation,250.0,a,"ONE PROPELLER PL, PIQUA, OH"
462450,"TALEMED, LLC",6279 TRI RIDGE BLVD Ste 200,LOVELAND,OH,45140.0,621999.0,Corporation,500.0,a,"6279 TRI RIDGE BLVD Ste 200, LOVELAND, OH"
462451,THE BELDEN BRICK COMPANY LLC,700 West Tuscarawas St 0.0,CANTON,OH,44702.0,327120.0,Limited  Liability Company(LLC),90.0,a,"700 West Tuscarawas St 0.0, CANTON, OH"
462452,THE BELLEVUE HOSPITAL,1400 West Main St,BELLEVUE,OH,44811.0,622110.0,Non-Profit Organization,392.0,a,"1400 West Main St, BELLEVUE, OH"
462453,"THE BUCKEYE RANCH, INC.",5665 Hoover Road,GROVE CITY,OH,43123.0,624190.0,Non-Profit Organization,0.0,a,"5665 Hoover Road, GROVE CITY, OH"
462454,THE GREAT LAKES CONSTRUCTION CO,2608 GREAT LAKES WAY,HINCKLEY,OH,44233.0,237310.0,Corporation,250.0,a,"2608 GREAT LAKES WAY, HINCKLEY, OH"
462455,THE HABEGGER CORPORATION,4995 WINTON RD,CINCINNATI,OH,45232.0,423730.0,Corporation,491.0,a,"4995 WINTON RD, CINCINNATI, OH"
462456,THE JAMES B. OSWALD COMPANY,"1100 Superior Avenue, Suite 1500",CLEVELAND,OH,44114.0,524210.0,Corporation,394.0,a,"1100 Superior Avenue, CLEVELAND, OH"
462457,THE JOB CENTER LLC,"11935 MASON MONTGOMERY RD, SUITE 200",CINCINNATI,OH,45249.0,561320.0,Limited  Liability Company(LLC),500.0,a,"11935 MASON MONTGOMERY RD, CINCINNATI, OH"
462458,THE MENNEL MILLING COMPANY,319 S Vine St,FOSTORIA,OH,44830.0,311211.0,Corporation,185.0,a,"319 S Vine St, FOSTORIA, OH"
462459,THE MUSICAL ARTS ASSOCIATION,11001 Euclid Ave,CLEVELAND,OH,44106.0,711130.0,Non-Profit Organization,279.0,a,"11001 Euclid Ave, CLEVELAND, OH"
462460,"THE ORIGINAL MATTRESS FACTORY, INC.",4930 State Road,CLEVELAND,OH,44134.0,442110.0,Subchapter S Corporation,450.0,a,"4930 State Road, CLEVELAND, OH"
462461,THE PHOTO-TYPE ENGRAVING COMPANY,2141 GILBERT AVE,CINCINNATI,OH,45206.0,332811.0,Subchapter S Corporation,292.0,a,"2141 GILBERT AVE, CINCINNATI, OH"
462462,THE RDI CORPORATION,4350 GLENDALE MILFORD RD Suite 250,BLUE ASH,OH,45242.0,561422.0,Corporation,0.0,a,"4350 GLENDALE MILFORD RD Suite 250, BLUE ASH, OH"
462463,THE RESERVES NETWORK INC,22021 BROOKPARK ROAD,FAIRVIEW PARK,OH,44126.0,561320.0,Subchapter S Corporation,200.0,a,"22021 BROOKPARK ROAD, FAIRVIEW PARK, OH"
462464,THE SCHROER GROUP INC,7171 Keck Park Circle NW,NORTH CANTON,OH,44720.0,623110.0,Subchapter S Corporation,500.0,a,"7171 Keck Park Circle NW, NORTH CANTON, OH"
462465,THE SHEPHERD COLOR COMPANY,4539 Dues Drive,CINCINNATI,OH,45246.0,325180.0,Subchapter S Corporation,500.0,a,"4539 Dues Drive, CINCINNATI, OH"
462467,THE VAN WERT COUNTY HOSPITAL ASSPCIATION,1250 S. Washington St.,VAN WERT,OH,45891.0,622110.0,Non-Profit Organization,485.0,a,"1250 S. Washington St., VAN WERT, OH"
462468,"THIRTY-ONE GIFTS, LLC",8131 SMITHS MILL RD,NEW ALBANY,OH,43054.0,454390.0,Partnership,500.0,a,"8131 SMITHS MILL RD, NEW ALBANY, OH"
462469,THOMPSON ELECTRIC INC,49 NORTHMORELAND AVE,MUNROE FALLS,OH,44262.0,238210.0,Corporation,250.0,a,"49 NORTHMORELAND AVE, MUNROE FALLS, OH"
462470,"THUNDERDOME RESTAURANTS, LLC",188 N. Brookwood Ave. Suite 100,HAMILTON,OH,45013.0,722511.0,Limited  Liability Company(LLC),500.0,a,"188 N. Brookwood Ave. Suite 100, HAMILTON, OH"
462472,"TOWLIFT, INC.",1395 VALLEY BELT RD,BROOKLYN HEIGHTS,OH,44131.0,423830.0,Corporation,378.0,a,"1395 VALLEY BELT RD, BROOKLYN HEIGHTS, OH"
462473,TP MECHANICAL CONTRACTORS INC,1500 KEMPER MEADOW DR,CINCINNATI,OH,45240.0,238220.0,Corporation,458.0,a,"1500 KEMPER MEADOW DR, CINCINNATI, OH"
462475,TUCKER ELLIS & WEST LLP,950 Main St,CLEVELAND,OH,44113.0,541110.0,Partnership,421.0,a,"950 Main St, CLEVELAND, OH"
462476,"ULLIMAN SCHUTTE CONSTRUCTION, LLC",9111 SPRINGBORO PIKE,MIAMISBURG,OH,45342.0,237110.0,Limited  Liability Company(LLC),361.0,a,"9111 SPRINGBORO PIKE, MIAMISBURG, OH"
462477,ULMER & BERNE LLP,1660 W. 2nd St.,CLEVELAND,OH,44113.0,541110.0,Partnership,311.0,a,"1660 W. 2nd St., CLEVELAND, OH"
462478,"UNITED AUDIT SYSTEMS, INC",1924 Dana Avenue,CINCINNATI,OH,45207.0,541219.0,Corporation,0.0,a,"1924 Dana Avenue, CINCINNATI, OH"
462479,UNITED DAIRY INCORPORATED,300 North Fifth Street 0.0,MARTINS FERRY,OH,43935.0,311511.0,Subchapter S Corporation,482.0,a,"300 North Fifth Street 0.0, MARTINS FERRY, OH"
462480,"UNVERFERTH MANUFACTURING COMPANY, INC.",601 SOUTH BROAD STREET  PO BOX 357,KALIDA,OH,45853.0,333111.0,Subchapter S Corporation,500.0,a,"601 SOUTH BROAD STREET  PO BOX 357, KALIDA, OH"
462481,"USA MILLWORK, LLC","100 Park Avenue, Suite 215",ORANGE VILLAGE,OH,44122.0,337212.0,Limited  Liability Company(LLC),500.0,a,"100 Park Avenue, ORANGE VILLAGE, OH"
462482,"WD PARTNERS, INC.",7007 Discovery Blvd,DUBLIN,OH,43017.0,541310.0,Corporation,232.0,a,"7007 Discovery Blvd, DUBLIN, OH"
462483,"WELTMAN, WEINBERG & REIS CO., L.P.A.",965 Keynote Circle,INDEPENDENCE,OH,44131.0,541110.0,Corporation,500.0,a,"965 Keynote Circle, INDEPENDENCE, OH"
462484,WHITE CASTLE SYSTEM INC,555 Edgar Waldo Way 0.0,COLUMBUS,OH,43215.0,722513.0,Corporation,500.0,a,"555 Edgar Waldo Way 0.0, COLUMBUS, OH"
462485,"WHITEHALL, INC.",4760 Paddock Rd.,CINCINNATI,OH,45229.0,311811.0,Subchapter S Corporation,500.0,a,"4760 Paddock Rd., CINCINNATI, OH"
462486,"XTEK, INC.",11451 Reading Road,CINCINNATI,OH,45241.0,332999.0,Employee Stock Ownership Plan(ESOP),497.0,a,"11451 Reading Road, CINCINNATI, OH"
462487,"YARK AUTOMOTIVE GROUP, INC.",6019 CENTRAL AVE,TOLEDO,OH,43615.0,441110.0,Subchapter S Corporation,413.0,a,"6019 CENTRAL AVE, TOLEDO, OH"
462488,ZIN TECHNOLOGIES INC,6745 ENGLE RD,CLEVELAND,OH,44130.0,541330.0,Corporation,359.0,a,"6745 ENGLE RD, CLEVELAND, OH"
485167,A G EQUIPMENT COMPANY,3401 W ALBANY ST,BROKEN ARROW,OK,74012.0,333132.0,Corporation,470.0,a,"3401 W ALBANY ST, BROKEN ARROW, OK"
